title,address,description,size,price_string,direction,balcony_direction,bedrooms,toilets,duty,furniture,start_date,end_date,type,id
SOS ! CK 36% - CĂN 2PN 60m2 GLORY HEIGHTS TT CHỈ 868 TRIỆU NHẬN NHÀ - TẶNG FREE 2 NĂM HỌC VINSCHOOL,"Dự án Glory Heights - Vinhomes Grand Park, Quận 9, Hồ Chí Minh","Vốn ban đầu chỉ 868 triệu đã sở hữu được căn 2PN 60m² vị trí đối diện Vincom Mega Mall chỉ 10 bước chân - Quà Tặng lên đến 36% trừ vào giá , tặng suất học bổng Vinschool lên đến 200 triệu .
- Hỗ trợ lãi suất 0% trong 18 tháng
- Nhận nhà 11/2024 , khai thác cho thuê 11tr/tháng (full nội thất)

Hàng siêu tốt. Thanh toán tiến độ 9 tháng - 21 tháng nhận nhà ( Linh động để KH lựa chọn )
Liên hệ:
0903 322 ***
em Thiên Lộc hỗ trợ tham quan dự án 24/7
Liên hệ em để nhận bảng tính thanh toán và đặt cọc.

- Vì sao nên chọn mua Glory Heights
Mở bán giai đoạn chuẩn bị bàn giao cuối năm 2024 nay chỉ thanh toán với 868 triệu sở hữu ngay 1 căn hộ 2PN cao cấp nằm trong khu đại đô thị Vinhomes Grand Park.
- Phân khu cao tầng đối diện cổng Vincom Mega Mall lớn nhất miền Nam và Quãng trường Golden Eagle trong khu đại đô thị Vinhomes Grand Park.
- Với hệ thống đèn led chiếu sáng nổi bật , tạo nên giá trị riêng biệt cho phân khu Glory Heights được ví như ""toà LANDMARK""
- Bàn giao nhà sớm tháng 11/2024 cho Glory Heights, thời điểm mà đô thị đã đi vào vận hành gần như đồng bộ, giao thông kết nối thuận tiện.
--------------------------------------
Vị trí đắt giá, tiện ích tiềm năng sinh lời trong tương lai khi sỡ hữu căn hộ tại Vinhomes Grand Park.

- Phân khu Glory Heights mở bán là dự án đẳng cấp ở khu đông Tp. Thủ Đức ôm trọn View Vincom, view Vinwonder, sân golf, sông và toàn bộ các tiện ích hạng A + , về độ an ninh và mảng xanh công viên luôn luôn được đáp ứng tốt nhất đến cư dân cho mọi lứa tuổi chỉ trong nội khu chuẩn Resort.

- Ngoài ra ngay dưới chân là Vincom Mega Mall 50.000m² lớn nhất Miền Nam. Vài bước chân tới Đại lộ mua sắm Manhattan và chợ đêm Grand Park.

- Hệ thống sinh thái có sẵn Vinschool, Vinmec, Vinbus, tòa văn phòng hạng A 45 tầng, quảng trường Golden Eagle.

- Tuyến đường kết nối: Có đường vành đai 3 đi qua khu đại đô thị và rất nhiều tuyến đường hiện hữu... Đặc biệt thông xe tuyến cầu Long Đại kết nối thẳng đến cao tốc Long Thành - Dầu Giây tương lai chỉ 20 Phút đến ngay Sân Bay Long Thành - Tiềm năng tăng giá nơi đây rất là lớn.

- Glory Heights phân khu có vị trí ngay tại cửa ngõ Khu Đại đô thị kết nối trực tiếp với nút giao Vành đai 3 thuận tiện di chuyển và tiềm năng sinh lời rất tốt:
+ Nằm trên đại lộ mua sắm Rodeo.
+ Liền kề quảng trường đại bàng Golden Eagle, nơi tổ chức các sự kiện sau này tại Vinhomes.
+ 3 phút đi bộ ra công viên 36ha đang được xây dựng Vinwonders.
+ 10 bước chân đi bộ tới Vincom Mega Mall lớn nhất miền Nam.

Em Lộc cùng công ty Minh An Homes với 5 năm kinh nghiệm mua bán tại Vinhomes Grand Park
- Khách hàng đã tin tưởng và lựa chọn giao dịch rất nhiều căn hộ nhà phố biệt thự và dinh thự. các dự án của Vinhomes
- Có kinh nghiệm lâu năm về pháp lý và tin gọn hồ sơ trong các giao dịch mua bán.
- Nắm chắc và kĩ các chính sách ưu đãi của ngân hàng, bảng tính dòng tiền, lãi suất...
- Văn phòng nằm trong dự án có đội ngũ sales trực 24/7 để dẫn khách hàng đi tham quan thực tế.",60 m²,"2,9 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,19/07/2024,26/07/2024,Tin VIP Vàng,40443262
"Quản lý chuyển nhượng tất cả các căn hộ Topaz ngay cầu chữ Y, 2PN giá 2tỷ1 - 2tỷ4, 3PN 2tỷ7","Dự án Topaz Elite, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh","Em bên văn phòng ban quản lý chuyển nhượng tất cả các căn hộ dự án Topaz xin phép để cập nhật giỏ hàng hiện tại cho quý khách tham khảo liên hệ cho em như sau:

60m², 2PN, 2WC giá 2,1 - 2,3 tỷ (tùy tầng tùy view và tùy căn).
68m², 2PN, 2WC giá 2,250 - 2,350 tỷ (tùy tầng tùy view và tùy căn).
70m², 2PN, 2WC giá 2,280 - 2,4 tỷ. (tùy tầng tùy view và tùy căn).
79m², 2PN 2WC giá 2,450 - 2.650 tỷ (tùy tầng tùy view và tùy căn).
85m², 3PN, 2WC giá 2,7 - 2,9 tỷ. (tùy tầng tùy view và tùy căn).
92m², 3PN, 2WC giá 3 - 3,2 tỷ (tùy tầng tùy view và tùy căn).
* Có nhiều căn chủ nhà để lại nội thất cho mình nên quý khách hàng cứ gọi cho em để em hỗ trợ.
Đặc biệt Có căn Topaz 79m² giá từ 2,1 tỷ (giá bán gấp, bán lỗ).
Có căn 60m² để lại nội thất giá 2ty2 thương lượng mạnh.

- Ngân hàng Vietcombank hỗ trợ vay 70% giá trị căn hộ trong 20 năm.
- Hỗ trợ hồ sơ vay nhanh gọn.
- Hỗ trợ sang tên, không mất thêm bất kì chi phí nào.
- Hỗ trợ xem nhà thực tế 24/7.

- Vị trí: Mặt tiền đường Cao Lỗ và Tạ Quang Bửu, ngay cầu chữ Y. Xung quanh là các TTTM lớn Lotte Mart, SC Vivo, Vietopia,... Các trường đại học và trường quốc tế lớn. Di chuyển sang các quận 1, QUận 5, quận 7, quận 4 chỉ mất từ 5 - 7 phút.
Khu VIP an ninh, 24/24 - Thẻ từ đi thang máy.
- Tiện ích: 5 tầng trung tâm thương mại rộng 60.000m, công viên 10ha, hồ bơi tràn, siêu thị, bệnh viện, trường học, gym, spa...
- Trung tâm thương mại sắp hoàn thiện, dự kiến bàn giao QIII/2024 có Aeon mall vào, đang làm sổ hồng, tiềm năng tăng giá cao.

Giỏ hàng cập nhật liên tục nên anh chị cứ liên hệ sẽ có căn đúng nhu cầu cho anh chị.
Giỏ hàng có tất cả các căn chuyển nhượng của căn hộ Topaz, khách cần căn nào có căn đó, dẫn đi xem khi nào ưng ý thì thôi. Giá cả thương lượng trực tiếp chủ nhà. Xem nhà 24/24.
(cam kết hình thật, đúng giá, làm việc trực tiếp chính chủ).
Liên hệ ngay:
0937 911 ***
Mr: Bình.",79 m²,"2,1 tỷ",,,2 phòng,2 phòng,Đang chờ sổ,Đầy đủ,21/07/2024,28/07/2024,Tin VIP Vàng,38689901
"Căn hộ Saigon Gateway, 1,7 tỷ/2PN, ngay ST Coopmart ngã tư Thủ Đức, mặt tiền XLHN, LH: 0706 679 ***","Dự án Sài Gòn Gateway, Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9, Hồ Chí Minh","Vị trí căn hộ Saigon Gateway: Mặt tiền đường Xa Lộ Hà Nội, ngay Coop Mart ngã tư Thủ Đức, xung quanh dân cư sầm uất với Vincom, Nguyễn Kim, Phong Vũ, Coop Mart.

Bàn giao: Vừa nhận nhà - nhà mới hoàn toàn.
Ngân Hàng hỗ trợ: MB Bank.
Nội thất bàn giao: Tủ bếp dưới, sàn gỗ phòng ngủ, đủ bộ nội thất nhà vệ sinh.
Diện tích: 57 - 65 - 90m².
Giá bán:
- 57m², 2PN, 1WC: 1,7 tỷ. Lầu 9, 17, 24 view cực đẹp nhìn về hồ bơi, Landmark 81, Xa Lộ Hà Nội.
- 66m², 2PN, 2WC: 1,95 tỷ. Lầu 2, 4, 10, 15.
Giá trên đã có VAT chưa bao gồm 5% nhận sổ và 2% bảo trì.
Chi tiết quý KH liên hệ:
0706 679 ***",57 m²,"1,7 tỷ",,,2 phòng,1 phòng,,"Nội thất bàn giao: Tủ bếp dưới, sàn gỗ phòng ngủ, đủ bộ nội thất nhà vệ sinh.",21/07/2024,28/07/2024,Tin VIP Vàng,23101285
"Bán căn hộ Vinhomes, CK 12% - 34%, giá 2.2 tỷ, tặng học bổng Vin 300tr","Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh","Giỏ hàng căn hộ chiết khấu lên tới 12% - 34% Thanh toán 15% - 25% nhận nhà ở ngay, tặng suất hoạc bổng Vinschool trị giá 300 triệu đồng.
Chủ đầu tư Vinhomes vừa tung ra chính sách siêu sốc. Giỏ hàng chỉ 20 căn giá tốt.
Khách hàng chỉ cần thanh toán từ 15% (350 triệu), Nhận nhà ở ngay. Lượng căn có hạn.
Khoản vay lên tới 80% giá bán được ngân hàng hỗ trợ lãi suất 0% trong vòng tối đa 24 tháng.
- Căn 1PN + 47m giá từ 2 - 2.5 tỷ. (vốn tự có ban đầu 350 triệu).
- Căn 2PN 2WC 60m giá từ 2.6 - 3.2 tỷ (vốn tự có ban đầu 400 triệu).
- Căn 2PN + Góc 70m Giá từ 2.9 - 3.4 tỷ (Vốn tự có ban đầu 500 triệu).
Chiết khấu thanh toán 9% + 1% bàn giao + 2% nhận nhà ở sớm, Tổng chiết khấu 12%.

1. PK Solari (HOT): Gần Vincom và công viên 36ha (nhận nhà ở ngay hoặc quý 4/2024).
Ưu đãi:
- CK 12% - 34% Hỗ trợ thanh toán giãn trong 24 tháng.
- Không cần đóng lãi cho 80% 24 tháng.
- Không cần trả gốc 24 tháng.
- Hỗ trợ về ở sớm CK 2%.
- Tặng 1 - 3 suất học bổng Vinschool.
Giá:
- 1PN + 1 từ 2 tỷ - 2.5 tỷ.
- 2PN 2WC từ 2.6 tỷ - 3.2 tỷ.
- 2PN + Góc 70m Giá từ 2.9 - 3.4 tỷ.

2. PK Glory Heights: Đối diện Vincom (bàn giao quý 4/2024).
Ưu đãi:
- CK 10%.
- 10% ký HĐMB, thanh toán mỗi tháng 1 - 1.5%.
- HTLS 48 tháng kể từ ngày giải ngân.
Giá tốt LH:
0702 899 ***
Tuấn Tài.

3. PK The Beverly: Đối diện Công Viên 36ha, cạnh Vincom (bàn giao 9/2024).
Đây là phân khu chung cư cao cấp nhất khu đô thị, tầm view panorama trực diện sông, công viên kính chạm sàn... Mỗi tòa đều có 1 tầng tiện ích riêng biệt chưa kể hơn 65 tiện ích nội khu.
Ưu đãi:
- Chiết khấu TT theo tiến độ 15%. CK thanh toán nhanh 20% (hỗ trợ về ở sớm).
- Tặng suất học bổng Vinschool.
- HTLS 24 tháng cho 70% giá sản phẩm.
Giá:
- 1PN từ 2.65 tỷ.
- 2PN từ 3.9 tỷ.
- 3PN giá LH
0702 899 ***
Tuấn Tài.

Trụ sở công ty:
T21 10 Manhattan, Vinhomes Grand Park, P Long Bình, Tp Thủ Đức.

Tiện ích nổi trội tại dự án:
- Công viên ven sông 36ha.
- Thể Thao: Tenis, đá banh, cầu lông, bóng bàn, bóng chuyền, bóng rổ, hồ bơi.
- Bệnh viện quốc tế Vinmec.
- Trường học quốc tế Vinschool.
- Hệ thống 1000 máy thể thao ngoài trời, 100 chòi nướng BBQ, công viên Nhật Bản, hồ cá Koi... Tại sao làm việc với chúng tôi.

* Ngoài giỏ hàng mua trực tiếp chủ đầu tư bên em cũng có giỏ hàng chuyển nhượng chính chủ gửi bán.
Khu Rainbow, Origami: Nhiều căn đã có sổ hồng (Hotline:
0702 899 ***
Tuấn Tài).",47 m²,"2,2 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16/07/2024,23/07/2024,Tin VIP Vàng,40417543
"Nắm 100% giỏ hàng Vinhomes Central Park giá tốt nhất thị trường 1PN=3tỷ7,2PN=5tỷ2,3PN=8tỷ8,4PN=13ty","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh","Giỏ hàng mới cập nhật:
- Căn hộ 1PN, diện tích (50m, 53m, 55m).
Loại OT giá từ: 3tỷ5 - 3.9 tỷ.
Loại Sở hữu lâu dài Giá từ: 4.4tỷ - 4.9 tỷ.

- Căn hộ 2PN, diện tích (68m, 75m, 80m - 85m, 90m).
Loại OT giá bán từ 5tỷ - 5.5tỷ.
Loại Sở hữu lâu dài giá bán từ: 5.8 tỷ - 8 tỷ.

- Căn hộ 3PN, diện tích (94m, 100m, 110m, 120m.. ).
Loai OT giá bán từ 7.5 tỷ đến 8.5 tỷ.
Loại Sở hữu lâu dài giá bán từ: 8.5 tỷ - 12.5 tỷ.

- Căn hộ 4Pn, diện tích (140m² - 150m² - 155m² - 188m²).
Loại Sở hữu lâu dài giá bán từ 12ty5 đến 22ty.

Quý anh chị cần tư vấn chi tiết hơn vui lòng liên hệ:
0936 021 ***
để cập nhật những căn giá tốt nhất hiện tại trên thị trường.
Tiện ích vượt trội tại Khu đô thị:
- Công viên ven sông 14ha.
- Tháp thương mại LM81 với đầy đủ các dịch vụ tốt nhất.
- Bệnh Viện Quốc tế Vinmec nằm trong khu đô thị.
- Trường học liên cấp Vinschool.
Và hàng trăm tiện ích shophouse, nhà hàng dưới chân các toà căn hộ, mang lại cuộc sống đủ đầy cho cư dân Vinhomes.
Các giá trị và tiện ích khi sử dụng dịch vụ của chúng tôi:
Tư vấn rõ ràng thông tin pháp lý mọi thủ tục chính xác, rõ ràng khi mua căn hộ quý khách quan tâm.
Ô tô đưa đón khách tham quan căn hộ miễn phí.
Văn phòng nằm trong Vinhomes, xem thực tế 24/7.
Đội ngũ sales chuyên nghiệp làm việc tại Vinhomes Central Park. Nắm rõ thị trường.
Tư vấn chuyên nghiệp, tận tâm, vui vẻ.
Liên hệ:
0936 021 ***
(Tiên).",82 m²,"5,25 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,18/07/2024,02/08/2024,Tin VIP Vàng,39583729
"Chuyên bán căn hộ 2PN, 3PN, 4PN, duplex, penthouse Feliz En Vista quận 2 giá tốt nhất thị trường","Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh","Phòng kinh doanh cập nhật toàn bộ các căn chuyển nhượng tại dự án Feliz en Vista từ 1 - 2 - 3 - 4PN, Duplex, Garden Villa, Sky Villa, Penthouse giá thật 100%.
Hotline xem nhà 24/7 liên hệ Thanh Nga:
0903 436 ***
/
0902 621 ***

- Tư vấn nhiệt tình - tận tâm - tìm căn phù hợp, giá cả hợp lí cho quý khách. Hỗ trợ pháp lý, ngân hàng từ A - Z.
- Giá bán dao động tùy theo tầng, view, nội thất, khách hàng tham khảo ạ:
1. Căn 1PN DT 58 m², giá bán từ: 4.4 tỷ - 4.9 tỷ.
2. Căn 2PN (DT 85 m - 102m²), giá bán từ: 6.1 tỷ - 7.5 tỷ.
3. Căn 2PN duplex (dt 103m - 133 m²), giá bán từ: 7.2 tỷ - 11 tỷ.
4. Căn 2PN sân vườn (dt 103m - 133 m²), giá bán từ: 7.2 tỷ - 11 tỷ.
5. Căn 3PN (dt 106m²), giá bán từ: 8.4 tỷ - 9.4 tỷ.
6. Căn 3PN Duplex tháp Altaz (dt 133m²), giá bán từ 11 tỷ - 14,5 tỷ.
7. Căn 4PN Sky Villa tháp Altaz (dt 173 m - 181m²), giá bán từ 16,5 tỷ - 17.5 tỷ.
8. Sky Mansion 4PN + 1 study, tháp Altaz, dt 239m², view trực diện sông SG và Bitexco Quận 1, giá bán từ 25 tỷ.
Chi tiết vui lòng liên hệ Thanh Nga:
0903 436 ***
/
0902 621 ***


* Bên em có sẵn đội ngũ pháp lí với kinh nghiệm nhiều năm sẽ hỗ trợ khách hàng tất cả các giấy tờ, thủ tục sang nhượng trong quá trình mua bán.
- Hotline xem nhà thực tế - tư vấn miễn phí:
0903 436 ***
/
0902 621 ***
- Thanh Nga.

* Feliz En Vista là nơi an cư cho Gia đình với vị trí thuận lợi và hàng trăm tiện ích đặc sắc:
- Vị trí đắc địa nằm ngay trung tâm Quận 2. Thuận tiện giao thông kết nối dễ dàng di chuyển đến các quận trung tâm như Quận 1, 2, 7, 9, Bình Thạnh và các tỉnh Miền Đông Nam Bộ.
- Vị trí view sông và thành phố cực đẹp, phong thủy tốt ""Nơi giao thoa của sự thịnh vượng và tài lộc"".
- Chủ đầu tư uy tín và danh tiếng Capitaland - một trong những tập đoàn bất động sản lớn nhất Châu Á.
- Dự án có tiện ích nội khu đẹp nhất Quận 2. Với hơn 100 tiện ích đa đạng và Phong Phú mang phong cách nghỉ dưỡng đẳng cấp với Hồ bơi nước mặn, biển đảo nhân tạo và khu vui chơi thủy cung, suối nước nóng, Rạp chiếu phim ngoài trời và rất nhiều tiện ịch đẳng cấp khác.
- Căn hộ thiết kế tinh tế và thông minh, tối đa diện tích sử dụng và tiện lợi cho gia chủ.
- Bảo vệ làm việc 24/24 an ninh tuyệt đối, sảnh lễ tân sang trọng.
- Khu vực an ninh, môi trường sống tốt và dân trí cực cao.
- Đặc biệt mức giá cho thuê đang tốt nhất khu vực.",103 m²,"7,45 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,21/07/2024,28/07/2024,Tin VIP Vàng,40316348
Sau nhiều năm chờ đợi toà A Centana chính thức được nhận sổ - cơ hội sở hữu căn 1PN duy nhất 1tỷ85,"Dự án Centana Thủ Thiêm, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh","Tổng hợp giá tốt nhất, đẹp nhất, các căn 1PN, 2PN, 3PN, 4PN, Penthouse hiếm nhất Centana Thủ Thiêm bán trong tháng 7/2024:

1. Office - tel:
- Diện tích 44m, loại 1PN, 1WC, PK, sân phơi, thích hợp ở kết hợp làm văn phòng. Giá bán từ 1,8 tỷ bao thuế phí.
- Diện tích 55m, loại 2PN, 2WC, PK, sân phơi, thích hợp ở kết hợp làm văn phòng. Giá bán từ 2.350 tỷ, bao thuế phí.
- Diện tích 61m, loại 2PN, 2WC, PK, sân phơi, thích hợp ở kết hợp làm văn phòng. Giá bán từ 2.55 tỷ, bao thuế phí.
* 74m = 2PN, góc 3 view = 2.85 tỷ (góc 3 mặt thoáng, hành lang kính trước căn hộ rất thoáng, thiết kế đẹp).

2. Căn hộ để ở:
- Diện tích 63m, loại 2PN, 2WC, PK, sân phơi, thích hợp ở. Giá bán từ 2.8 tỷ, sổ hồng riêng, bên bán đóng thuế thu nhập cá nhân.
- Diện tích 88m, loại 3PN, 2WC, PK, sân phơi, ban công, thích hợp ở. Giá bán từ 3.65 tỷ, sổ hồng riêng, bên bán đóng thuế thu nhập cá nhân.
- Diện tích 97m, loại 3PN, 2WC, PK, sân phơi, ban công, thích hợp ở. Giá bán từ 4,2 tỷ, sổ hồng riêng, bên bán đóng thuế thu nhập cá nhân.

3. Penthouse, sân vườn.
- Penthouse giá 7.5tỷ (175m) trần cao 4 m, giao hoàn thiện cơ bản.
- Penthouse 7 tỷ, (130m) trần cao 4 m, giao hoàn thiện cơ bản.
- Penthouse 11 (220m) giao full nội thất.

Nhận ký gửi bán và cho thuê căn hộ Centana Thủ Thiêm mặt tiền Mai Chí Thọ, An Phú Quận 2: Bán và cho thuê nhanh gọn.

Hotline:
0938 488 ***
.
https://phuonganhland.com/",44 m²,"1,8 tỷ",,,1 phòng,1 phòng,,,18/07/2024,25/07/2024,Tin VIP Vàng,40371454
"Mua ngay - PKD Diamond Island cập nhật liên tục các siêu phẩm giá kịch sàn, 1-2-3-4PN-Duplex-Villa","Dự án Diamond Island, Quận 2, Hồ Chí Minh","Mua ngay - PKD Diamond Island cập nhật liên tục các siêu phẩm giá kịch sàn, 1-2-3-4PN-Duplex-Villa

- Công ty SSQC chuyên ký nhận và cho thuê căn hộ cao cấp tại dự án Đảo Kim Cương giá tốt nhất
- Xem chi tiết giỏ hàng hơn 102 căn hộ đang chờ bán tại website: https://ssqc-diamondisland.com/
- Môi giới tận tâm chuyên nghiệp - Tư vấn nhiệt tình - Hỗ trợ tìm căn phù hợp với nhu cầu của khách hàng.
- Cung cấp miễn phí dịch vụ pháp lý, công chứng sang tên, đăng bộ, đóng thuế từ A - Z
- Liên hệ Ms Phương
0906 344 ***
Sms/ Zalo/ Viber/ Whatsapp - xem nhà thực tế trong 2 giờ)
------------
Công ty SSQC gửi đến quý khách hàng danh sách các căn hộ đang chào bán tại Đảo Kim Cương (Diamond Island) đã được chọn lọc kĩ càng để tiết kiệm thời gian tìm kiếm cho quý Anh Chị:

* Căn hộ 1 phòng ngủ
- Tháp Canary (45m² - 54m²), full nội thất, giá bán từ 3 tỷ - 5 tỷ (số lượng có hạn)
- Tháp Bora Bora (52m²), full nội thất, giá bán từ 4.5 tỷ - 5 tỷ (không có căn thứ 2)

* Căn hộ 2 phòng ngủ
- Tháp Canary (sở hữu 50 năm), 65m² - 105m², full nội thất, giá bán từ 4.5 tỷ - 9 tỷ
- Tháp Bora Bora/ Bahamas/ Hawaii (90m² - 95m²), full nội thất, giá bán từ 7 tỷ - 9 tỷ
- Tháp Maldives (89m² - 109m²), full nội thất, giá bán từ 7.5 tỷ - 9.5 tỷ
- Tháp Brilliant (đã có sổ), 81m² - 125m², full nội thất, giá bán từ 6.9 tỷ - 11 tỷ

* Căn hộ 3 phòng ngủ
- Tháp Canary (sở hữu 50 năm), 117m² - 136m², full nội thất, giá bán từ 9 tỷ - 11 tỷ
- Tháp Bora Bora/ Bahamas/ Hawaii (117m² - 143m²), full nội thất, giá bán từ 10 tỷ -14 tỷ
- Tháp Maldives (117m² -164m²), full nội thất, giá bán từ 11.5 tỷ - 15 tỷ
- Tháp Brilliant (đã có sổ), 180m² - 219m², full nội thất, giá bán từ 16 tỷ - 19 tỷ

* Căn hộ 4 phòng ngủ
- Tháp Bahamas/Hawaii/Bora Bora, 167m², full nội thất, giá bán từ 18.5 - 20.5 tỷ
- Tháp Brilliant (217m²), full nội thất, giá bán từ 22 tỷ - 24 tỷ

Lưu ý
* Có 1 vài căn giá tốt ĐÃ GIAO DỊCH trước lúc quý khách hàng liên hệ
* Các căn hộ có giá chênh lệch phụ thuộc vào view, tòa, tầng, nội thất, thời điểm
------------
Công ty SSQC còn quản lý giỏ hàng đa dạng các loại hình căn hộ 1 - 2 - 3 - 4PN - Duplex - Sân vườn - Villa với giá cực tốt (làm việc trực tiếp chính chủ).
** Đừng bỏ lỡ! Xem chi tiết giỏ hàng hơn 102 căn hộ đang chờ bán tại website: https://ssqc-diamondisland.com/
------------
(Tất cả những sản phẩm đều là sản phẩm ký gửi trực tiếp chính chủ -Tin thật - Không đăng tin ảo - Không qua nhiều trung gian)
Hotline 24/7:
0906 344 ***
Ms Phương)

Cảm ơn quý khách hàng đã xem tin. Chúc anh/chị tìm được căn hộ ưng ý!",89 m²,"6,8 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,20/07/2024,27/07/2024,Tin VIP Vàng,40448421
"Trực tiếp CĐT Capitaland: Căn hộ Zenity Quận 1 chiết khấu 40%, 2PN-3PN/10 tỷ, cho thuê 30-40tr/thag","Dự án Zenity, Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh","Capitaland công bố chính sách bán hàng khủng áp dụng ưu đãi đến hết tháng 7/2024:
+ Chiết khấu trực tiếp vào giá bán 40%.
+ Tặng thêm 1% tân gia phú quý.
+ Tặng 3 tháng phí quản lý.
Giỏ hàng trực tiếp chủ đầu tư 2PN - 3PN - duplex căn hộ Zenity Quận 1 - Giá sau chiết khấu:
+ Căn 2PN: 94.5m²: Giá bán từ 10,4 tỷ Full VAT và Phí Bảo Trì.
+ Căn 3PN: 108 - 116m². Giá bán từ 11,8 tỷ full VAT và Phí Bảo Trì.
+ Duplex 3PN: 161m². Giá bán từ 18 tỷ.

- Giá cho thuê 2PN 30 - 35tr/tháng, 3PN 40 - 45tr/tháng.

- Tặng gói full nội thất từ A - Z cao cấp 500 triệu - 1 tỷ. (Bao gồm: Tivi, tủ lạnh, máy lạnh, máy giặt, bếp, lò vi sóng, tranh treo tường, sofa, giường đệm ga gối, tủ quần áo +... Chuẩn tiện ích bàn giao của khách sạn tiêu chuẩn Somerset 5*. Xem thực tế để rõ ràng hơn ạ).

- Nhận nhà mới 100% vào ở hoặc cho thuê ngay.

* Hotline PKD Capitaland: Tư vấn và tham quan căn hộ thực tế đã hoàn thiện (24/7):
0905 700 ***
.
-------------------------------------------------
* Tổng Quan Căn Hộ Zenity Quận 1:
1. Diện tích dự án: 2,948m.
- Quy mô: 21 tầng - Gồm 198 căn hộ hạng sang Full nội thất.
- Thiết kế: 2PN (DT 77 - 94m²); 3PN (109 - 116m²), Duplex (127 - 164m²), Penthouse (183m²).
2. Vị trí: Số 608 Võ Văn Kiệt, Phường Cầu Kho, Quận 1, TP. HCM Tâm điểm vàng kết nối các Quận.
3. Chủ đầu tư uy tín và danh tiếng Singapore: CapitaLand.
4. Pháp lý dự án: Sổ hồng sở hữu lâu dài.
5. Bàn Giao hoàn thiện full nội thất cao cấp đồng bộ. Vào ở liền - cho thuê ngay: Tiết kiệm thời gian và chi phí.
- Đơn vị quản lý: Savills.
- Phí quản lý: 35.000/m².
6. Tiện ích dự án: Hồ bơi, gym, BBQ, khu dạ tiệc bên hồ bơi, bể sục, khu vui chơi trẻ em, phòng dạ tiệc, phòng đa năng, phòng làm việc, phòng sinh hoạt cộng đồng, sân vườn Zen, Vườn đại sảnh...

* Hotline PKD Capitaland: Tư vấn và tham quan thực tế căn hộ đã hoàn thiện (24/7):
0905 700 ***
.
Cảm ơn đã xem tin!",116 m²,"11,8 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,20/07/2024,27/07/2024,Tin VIP Vàng,38734339
"Bán căn hộ chung cư Sunview Town Thủ Đức 2PN 2WC đã có sổ hồng riêng giá chỉ 1,79 tỷ full nội thất","Dự án Sunview Town, Đường Gò Dưa, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh.","Rổ hàng CÔNG TY đa dạng phong phú với nhiều sự lựa chọn. Nay e gã nhanh căn hộ 2PN 2WC tại chung cư Sunview town giá tốt.
---------
* Địa chỉ dự án: Mặt tiền Quốc Lộ 13, số 18 đường Gò Dưa, phường Hiệp Bình Phước, TP. Thủ Đức.
* Địa chỉ phòng kinh doanh dự án: Văn phòng A2 - 0.02, Tháp Sapphire, Khu phức hợp Thương mại Dịch vụ Căn hộ Sunview Town, số 18 đường Gò Dưa, Phường Tam Bình, TP. Thủ Đức, TP. Hồ Chí Minh.
-----------------------------------
Thông tin căn hộ:
- Diện tích: 58m².
- Thiết kế: 02 phòng ngủ, 02 nhà vệ sinh, bếp, phòng khách.
Giá bán: 1 tỷ 790.
* Pháp lý: Đã có sổ hồng.
Ngân hàng hỗ trợ vay với lãi suất chỉ 6.4/ năm (ổn định trong vòng 3 năm), thời gian vay tối đa 20 năm.
---------------------------------------------------
Ngoài ra rổ hàng bên em còn rất nhiều căn cho anh/chị lựa chọn.
+ 2PN 2WC: Full nội thất đẹp giá 1.850 tỷ.
+ 2PN 2WC: 64m² giá 1.950 tỷ.
+ 2PN 2WC góc: 69m²: Giá 2.050 tỷ.
-----------
Liên hệ xem nhà(zalo):
0901 482 ***",58 m²,"1,79 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,20/07/2024,27/07/2024,Tin VIP Vàng,36609512
